filename,true_label,predicted_label,prob_cls0,prob_cls1,prob_cls2,prob_cls3,prob_cls4,prob_cls5,prob_cls6,prob_cls7,prob_cls8,prob_cls9,prob_cls10,prob_cls11,prob_cls12,prob_cls13,prob_cls14,prob_cls15,prob_cls16,prob_cls17,prob_cls18,prob_cls19,prob_cls20,prob_cls21,prob_cls22
Eczema Photos/eczema-subacute-111.jpg,5,5,0.00471497,0.00333595,0.08404541,0.00578690,0.00495148,0.67675781,0.00444031,0.01214600,0.00976562,0.00532532,0.00769043,0.00830841,0.11376953,0.00497055,0.00661469,0.00589752,0.00598526,0.00269890,0.00489426,0.00597000,0.01137543,0.00487137,0.00572205
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-palm-7.jpg,18,18,0.00348473,0.00459671,0.00700760,0.00432968,0.00298691,0.01145935,0.00391006,0.00706100,0.00411987,0.00421906,0.00429153,0.00593567,0.00990295,0.00841522,0.01646423,0.00354958,0.00415039,0.00472641,0.86767578,0.00704956,0.00573730,0.00502014,0.00391006
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-groin-15.jpg,18,18,0.00830078,0.09149170,0.00311470,0.00346947,0.00684738,0.00391388,0.00257111,0.00889587,0.00510406,0.02038574,0.00671768,0.00840759,0.00215340,0.00551224,0.01585388,0.00415421,0.00778961,0.01228333,0.74804688,0.00419235,0.00794983,0.01141357,0.01139069
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-nails-3.jpg,14,12,0.01052856,0.01235962,0.01235962,0.00573349,0.00728226,0.02865601,0.01179504,0.00994873,0.00695038,0.00939178,0.00389671,0.01317596,0.54541016,0.02879333,0.23730469,0.00650406,0.00595474,0.00560760,0.00659180,0.00764084,0.00828552,0.00929260,0.00662994
Bullous Disease Photos/benign-familial-chronic-pemphigus-9.jpg,3,5,0.00631714,0.01023865,0.06671143,0.16040039,0.00237083,0.29907227,0.00639725,0.00942993,0.00988770,0.00589752,0.00488281,0.00966644,0.01232147,0.00746536,0.28710938,0.00721359,0.02644348,0.00472641,0.03515625,0.00381088,0.01101685,0.00785065,0.00545883
Acne and Rosacea Photos/acne-cystic-92.jpg,0,0,0.63574219,0.01332855,0.00538635,0.00814056,0.00345421,0.00428009,0.00741959,0.00580215,0.00575638,0.00233459,0.00722504,0.00419617,0.00913239,0.17858887,0.02883911,0.00426865,0.01337433,0.00485992,0.02673340,0.00361252,0.00942993,0.00514221,0.01309204
Warts Molluscum and other Viral Infections/hand-foot-mouth-16.jpg,22,22,0.00496674,0.02210999,0.00863647,0.04943848,0.00196648,0.01550293,0.04397583,0.00271606,0.00440598,0.00595474,0.05911255,0.00766373,0.00792694,0.00667953,0.07080078,0.01788330,0.02787781,0.05563354,0.00938416,0.00279236,0.01628113,0.00444794,0.55371094
Systemic Disease/tuberous-sclerosis-24.jpg,17,17,0.00526428,0.00383186,0.01325989,0.00484467,0.00377464,0.00714874,0.00792694,0.00621033,0.00603485,0.00641632,0.00450897,0.00811768,0.00595093,0.00547791,0.01044464,0.00428772,0.00478745,0.86376953,0.00364494,0.00798798,0.00753784,0.00509644,0.00374794
Vascular Tumors/pyogenic-granuloma-6.jpg,20,20,0.00702286,0.02146912,0.00413513,0.00318718,0.00708008,0.01322174,0.00297165,0.00704575,0.00724030,0.00518799,0.00603867,0.00526428,0.00810242,0.00534821,0.01992798,0.00313568,0.00917053,0.05114746,0.01065063,0.00188446,0.78857422,0.00663757,0.00573730
Eczema Photos/stasis-dermatitis-168.jpg,5,5,0.00508118,0.01345062,0.00585175,0.00573730,0.00265884,0.86474609,0.00701141,0.00498962,0.00410080,0.01116180,0.00562668,0.00398636,0.00434875,0.00224304,0.00220299,0.00643539,0.01230621,0.00239944,0.00542450,0.00469971,0.00697327,0.01300812,0.00542068
Scabies Lyme Disease and other Infestations and Bites/caterpillar-dermatitis-3.jpg,15,15,0.03106689,0.01365662,0.13330078,0.01052094,0.01210022,0.03009033,0.01133728,0.01089478,0.00396729,0.03536987,0.01245117,0.00702667,0.03044128,0.00967407,0.13964844,0.42138672,0.01631165,0.01141357,0.02207947,0.00565720,0.00807953,0.00942993,0.01409912
Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-20.jpg,11,11,0.00449371,0.00864410,0.00341606,0.00275230,0.00303841,0.00553894,0.00299072,0.00376892,0.00275993,0.01020813,0.00389481,0.90429688,0.00274086,0.00389290,0.00285149,0.00228882,0.01226044,0.00206184,0.00434113,0.00379181,0.00230789,0.00397491,0.00390434
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-scalp-3.jpg,1,1,0.00614166,0.88232422,0.00945282,0.00622940,0.00460815,0.00897217,0.00415802,0.00878143,0.00324059,0.00726700,0.00399780,0.00391388,0.00380516,0.00561523,0.01217651,0.00362015,0.00265312,0.00243187,0.00572205,0.00531769,0.00197411,0.00407028,0.00366592
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-51.jpg,1,1,0.00222015,0.84082031,0.00366783,0.00295830,0.00292015,0.01112366,0.00400543,0.00428391,0.00531769,0.00292778,0.00318909,0.00305557,0.00949860,0.00511932,0.05511475,0.00255966,0.00368881,0.00370979,0.00430679,0.00408936,0.00170612,0.00328064,0.02059937
Exanthems and Drug Eruptions/drug-eruptions-6.jpg,6,6,0.00823975,0.00369072,0.00830078,0.00512314,0.00434875,0.00393677,0.87548828,0.00588989,0.00932312,0.00394058,0.00369072,0.00817108,0.00945282,0.00533295,0.01107025,0.00392532,0.00330925,0.00329590,0.00609589,0.00381088,0.00354767,0.00484467,0.00521088
Urticaria Hives/angioedema-24.jpg,19,19,0.00421524,0.02134705,0.00208855,0.00625992,0.00458527,0.03997803,0.03713989,0.00634384,0.00367928,0.00979614,0.01936340,0.00482178,0.00572205,0.08666992,0.01554108,0.00660706,0.00619888,0.00551605,0.04895020,0.65039062,0.00279045,0.00376701,0.00815582
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-35.jpg,1,1,0.00358009,0.88183594,0.00476456,0.00308990,0.00403214,0.00733566,0.00318718,0.00745010,0.00434494,0.00701141,0.00490570,0.00763702,0.00471115,0.00490189,0.00871277,0.00643539,0.00801849,0.00258636,0.00502777,0.00494766,0.00465775,0.00573349,0.00531006
Eczema Photos/stasis-dermatitis-175.jpg,5,14,0.00370407,0.00690842,0.01606750,0.00399399,0.00346947,0.02590942,0.00246239,0.00862122,0.00454330,0.00341606,0.00358009,0.00590515,0.01396179,0.00537872,0.85058594,0.00555801,0.00457764,0.00524521,0.00554657,0.00579834,0.00741577,0.00281525,0.00471878
Acne and Rosacea Photos/fordyce-spots-6.jpg,0,0,0.86181641,0.00759888,0.00530243,0.00596619,0.00467682,0.00460434,0.00707626,0.00491333,0.00479507,0.00761032,0.00565720,0.00411606,0.00798798,0.00740814,0.01519775,0.00392532,0.00331116,0.00317383,0.00767517,0.01227570,0.00377083,0.00782013,0.00336075
Nail Fungus and other Nail Disease/clubbing-9.jpg,12,12,0.00674057,0.00638199,0.00473404,0.00661850,0.00466537,0.00535583,0.00759888,0.00399017,0.01153564,0.00666809,0.00401688,0.00868225,0.84863281,0.00667572,0.01594543,0.00719833,0.00721741,0.00525284,0.00614166,0.00674057,0.00492096,0.00496292,0.00952148
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-149.jpg,16,22,0.00632095,0.01143646,0.00527954,0.00908661,0.00461578,0.00545502,0.00526047,0.00593567,0.00363350,0.00394821,0.00347710,0.00455475,0.00650787,0.00609970,0.00548553,0.00543976,0.11566162,0.01359558,0.00408936,0.00497437,0.01045227,0.00454712,0.75390625
Exanthems and Drug Eruptions/drug-eruptions-30.jpg,6,13,0.00625229,0.02720642,0.00270844,0.00563812,0.01646423,0.28540039,0.16625977,0.00793457,0.00627518,0.02981567,0.01352692,0.00608444,0.01251221,0.31347656,0.01517487,0.01124573,0.00579071,0.00614929,0.02680969,0.01313782,0.00539398,0.00572586,0.01087952
Seborrheic Keratoses and other Benign Tumors/epidermal-nevus-29.jpg,16,16,0.00718689,0.00286293,0.00682831,0.00253487,0.00482178,0.00869751,0.00646591,0.00386429,0.00160122,0.00374985,0.00640488,0.00432587,0.00444031,0.00453568,0.01040649,0.00504303,0.86718750,0.00875092,0.01044464,0.00673676,0.00615692,0.00659180,0.01020050
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-ear-26.jpg,1,1,0.00633240,0.76220703,0.00907135,0.00324821,0.00722885,0.00893402,0.00557327,0.00839233,0.00643539,0.00427628,0.01014709,0.00867462,0.00883484,0.00658417,0.01102448,0.00483704,0.07562256,0.00298119,0.00935364,0.00803375,0.02111816,0.00635910,0.00468445
Acne and Rosacea Photos/perioral-dermatitis-10.jpg,0,0,0.86914062,0.00578308,0.00537491,0.00523376,0.00385475,0.00717163,0.00489044,0.00503922,0.00470734,0.00469208,0.00401306,0.00772858,0.00964355,0.00733566,0.00742722,0.00534821,0.00690460,0.00440979,0.00830841,0.00816345,0.00449371,0.00481033,0.00551605
Bullous Disease Photos/dermatitis-herpetiformis-38.jpg,3,3,0.01213074,0.00584030,0.00485992,0.80566406,0.00525284,0.00608063,0.00905609,0.00910950,0.00286674,0.00496292,0.00740433,0.00585938,0.00688553,0.00817871,0.00579071,0.01216888,0.00407410,0.00280762,0.00970459,0.00695801,0.00790405,0.01860046,0.03787231
Acne and Rosacea Photos/rosacea-nose-48.jpg,0,0,0.86718750,0.00250435,0.00500488,0.00365067,0.00889587,0.00482941,0.00404739,0.00553894,0.00295639,0.00352669,0.00180340,0.00434113,0.00636673,0.00382614,0.01380920,0.00273323,0.00515747,0.00235176,0.01283264,0.00264931,0.00247002,0.00444794,0.02888489
Bullous Disease Photos/dermatitis-herpetiformis-98.jpg,3,2,0.00827789,0.00760651,0.85107422,0.00293922,0.00291252,0.00554276,0.03485107,0.00484848,0.00366211,0.00322723,0.00338936,0.00451279,0.00523758,0.00383568,0.00387764,0.00518036,0.00370216,0.02565002,0.00543213,0.00283051,0.00310898,0.00469971,0.00355911
Nail Fungus and other Nail Disease/nail-distal-splitting-1.jpg,12,12,0.00588226,0.00561142,0.00622940,0.00499725,0.00468445,0.00677109,0.00486755,0.01175690,0.00423431,0.00523758,0.00514984,0.00473022,0.86376953,0.00522995,0.01295471,0.00570679,0.00965881,0.00533295,0.00521851,0.00785065,0.00513077,0.00517273,0.00390625
Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-14.jpg,14,14,0.01568604,0.01544952,0.00495911,0.01342773,0.00574112,0.24206543,0.02600098,0.00757217,0.00468063,0.03512573,0.00258636,0.01019287,0.00846100,0.00728607,0.49682617,0.00208855,0.01039886,0.00276756,0.06860352,0.00229454,0.00934601,0.00265121,0.00581360
Acne and Rosacea Photos/perioral-dermatitis-16.jpg,0,0,0.85107422,0.00735855,0.00749588,0.00764847,0.00491714,0.00698090,0.00789642,0.00371742,0.00565338,0.00343513,0.00470352,0.00829315,0.00958252,0.00783539,0.00758743,0.00692749,0.00646973,0.00495529,0.00540543,0.01255035,0.00453186,0.00702286,0.00813293
Warts Molluscum and other Viral Infections/herpes-simplex-59.jpg,22,22,0.00635529,0.00384903,0.00576401,0.00458145,0.00334358,0.00516510,0.00559616,0.00839996,0.00568771,0.00558472,0.00540924,0.00473404,0.00686646,0.00502396,0.00835419,0.00427628,0.00523758,0.00291824,0.00385857,0.00652313,0.00745773,0.00333786,0.88183594
Seborrheic Keratoses and other Benign Tumors/dermatofibroma-108.jpg,16,16,0.01544952,0.00913239,0.02076721,0.00489426,0.14208984,0.22790527,0.03366089,0.00847626,0.00340652,0.02618408,0.00711060,0.07006836,0.01415253,0.00578308,0.01483917,0.00489044,0.29150391,0.02027893,0.00518799,0.00734329,0.01383972,0.05084229,0.00230980
Scabies Lyme Disease and other Infestations and Bites/lyme-disease-28.jpg,15,15,0.00865936,0.04162598,0.00748444,0.00735855,0.01201630,0.01753235,0.01190948,0.00664520,0.00791168,0.01710510,0.00312424,0.02232361,0.00402069,0.00376511,0.00924683,0.56689453,0.02056885,0.08172607,0.01651001,0.01200104,0.00719070,0.09783936,0.01646423
Warts Molluscum and other Viral Infections/varicella-54.jpg,22,22,0.00444031,0.00210190,0.00731659,0.01737976,0.00556183,0.00769043,0.00604248,0.00832367,0.01934814,0.00863647,0.00337982,0.00284958,0.00514221,0.00547028,0.00815582,0.00308418,0.00226593,0.00273132,0.00572968,0.00658417,0.00270653,0.00937653,0.85546875
Warts Molluscum and other Viral Infections/herpes-zoster-188.jpg,22,22,0.00538254,0.00356674,0.00336838,0.00720215,0.00405884,0.01230621,0.00262833,0.00385094,0.00156403,0.00259972,0.00136948,0.01307678,0.00547791,0.00429916,0.01509094,0.00421143,0.02262878,0.00285339,0.00358009,0.00378609,0.00637054,0.00303841,0.86767578
Cellulitis Impetigo and other Bacterial Infections/09Pseudomonfoll010106.jpg,4,4,0.04785156,0.03503418,0.00632095,0.00274467,0.64355469,0.00530243,0.00344658,0.00516129,0.02021790,0.00788116,0.00399399,0.07177734,0.00607300,0.00590134,0.01115417,0.00778198,0.04837036,0.00622559,0.00304031,0.00656509,0.01343536,0.00288010,0.03549194
Systemic Disease/granuloma-annulare-197.jpg,17,17,0.00702667,0.02893066,0.00687408,0.00533676,0.00585556,0.00529480,0.00340843,0.00689316,0.00679398,0.00642776,0.00679398,0.00712585,0.03497314,0.01065063,0.00483704,0.00858307,0.01143646,0.79003906,0.01219940,0.00800323,0.00748062,0.00984955,0.00502777
Nail Fungus and other Nail Disease/leukonychia-4.jpg,12,12,0.00926971,0.00673676,0.00748825,0.00753784,0.00730515,0.00678635,0.01096344,0.00547409,0.00774765,0.00924683,0.00507355,0.01071167,0.82519531,0.00764465,0.01522827,0.00819397,0.00792694,0.00606155,0.00718689,0.00951385,0.00598526,0.00740051,0.00518036
Warts Molluscum and other Viral Infections/warts-common-102.jpg,22,22,0.00661850,0.00402451,0.01032257,0.00374794,0.00417709,0.00939941,0.01126862,0.01241302,0.00245857,0.00643158,0.00636292,0.00581741,0.00920105,0.01235199,0.00789642,0.00758362,0.00639725,0.00345230,0.00665283,0.01150513,0.00829315,0.00534821,0.83837891
Eczema Photos/eczema-nummular-120.jpg,5,5,0.01448822,0.00563049,0.01258087,0.00274658,0.25610352,0.48413086,0.00882721,0.01692200,0.01100159,0.00484848,0.01329041,0.00741959,0.01782227,0.01358795,0.00741959,0.05642700,0.02291870,0.00962067,0.00652313,0.00508118,0.00732040,0.00240326,0.01274109
Lupus and other Connective Tissue diseases/acrocyanosis-1.jpg,10,10,0.00751495,0.00421906,0.00983429,0.00593185,0.00554657,0.00386810,0.01943970,0.00659561,0.00820160,0.01314545,0.81933594,0.00798798,0.00764465,0.00623703,0.01605225,0.00951385,0.00705338,0.00560379,0.00317001,0.01029205,0.00746536,0.01056671,0.00485611
Acne and Rosacea Photos/perioral-dermatitis-134.jpg,0,0,0.89208984,0.00490952,0.00241089,0.00386238,0.00347900,0.00451660,0.00302696,0.00257301,0.00374603,0.00690460,0.00252914,0.01285553,0.00412369,0.00438690,0.00504684,0.00760269,0.01222229,0.00310326,0.00459290,0.00449371,0.00436783,0.00357437,0.00375938
Poison Ivy Photos and other Contact Dermatitis/rhus-dermatitis-19.jpg,13,13,0.00612259,0.00553131,0.00424576,0.00774384,0.00547791,0.00903320,0.00542831,0.00768280,0.00504303,0.00510025,0.01009369,0.00729752,0.01105499,0.84912109,0.00702286,0.00732040,0.00722122,0.00656128,0.00451660,0.00801849,0.00733948,0.00610733,0.00714493
Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-173.jpg,16,16,0.00571442,0.06890869,0.00587463,0.00464630,0.00727081,0.01309204,0.00548172,0.00814056,0.00487900,0.00345039,0.00428772,0.00311470,0.00596619,0.00693130,0.00385475,0.00294113,0.78857422,0.00674438,0.00673676,0.00778198,0.00490952,0.00463486,0.02632141
Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-71.jpg,16,16,0.00444031,0.04043579,0.00665283,0.00672531,0.00533676,0.00507355,0.00723267,0.00817108,0.00527954,0.00393677,0.00422668,0.00238991,0.00788116,0.00700760,0.00550842,0.00520325,0.79882812,0.00433731,0.00852966,0.01259613,0.01039124,0.00555038,0.03405762
Vascular Tumors/venous-lake-29.jpg,20,20,0.00593185,0.00613785,0.00464630,0.00839233,0.00469589,0.00573349,0.00493622,0.00539780,0.00672913,0.00468826,0.00427246,0.00672150,0.00756454,0.00636673,0.00468826,0.00569916,0.00355721,0.00534821,0.00583649,0.00596237,0.87792969,0.00444031,0.00447083
Hair Loss Photos Alopecia and other Hair Diseases/acne-keloidalis-15.jpg,7,7,0.00178528,0.00252151,0.00354767,0.00221062,0.00180244,0.00565720,0.00216675,0.91162109,0.00225449,0.00224686,0.00347900,0.00531769,0.01030731,0.00288010,0.00890350,0.00358200,0.00704575,0.00212860,0.00942230,0.00252342,0.00227928,0.00243568,0.00394821
Systemic Disease/neurofibromatosis-48.jpg,17,5,0.02153015,0.01992798,0.02336121,0.20214844,0.00158596,0.50537109,0.01062775,0.00865936,0.00625229,0.01030731,0.02915955,0.01394653,0.00689697,0.00703049,0.00971985,0.00296974,0.01748657,0.04858398,0.00994110,0.00354195,0.00544357,0.02372742,0.01200104
Scabies Lyme Disease and other Infestations and Bites/scabies-194.jpg,15,15,0.00561905,0.00874329,0.00566101,0.00367928,0.00226593,0.01052856,0.00602341,0.00640488,0.00281334,0.00770187,0.00579453,0.00563431,0.00529099,0.00500107,0.00573730,0.85009766,0.00696945,0.00713730,0.01831055,0.00745010,0.00861359,0.00401688,0.01033783
Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-15.jpg,16,1,0.00548553,0.53906250,0.00656509,0.00572586,0.00963593,0.01435852,0.00456619,0.00804138,0.00431061,0.00600052,0.00645065,0.01260376,0.00928497,0.00973511,0.00605392,0.00724411,0.28857422,0.00758743,0.00919342,0.00768661,0.01339722,0.01157379,0.00711441
Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-91.jpg,14,14,0.01051331,0.00731277,0.01751709,0.01103973,0.00720596,0.00715637,0.00760269,0.01702881,0.01384735,0.00548172,0.00324440,0.00336266,0.20007324,0.00682831,0.48388672,0.00738144,0.13940430,0.00753784,0.00656509,0.00909424,0.00971222,0.00744629,0.01082611
Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-58.jpg,14,17,0.01088715,0.23474121,0.01039886,0.00406265,0.00972748,0.04605103,0.00659561,0.00856781,0.01654053,0.01148987,0.00581360,0.01190948,0.02488708,0.00827026,0.02804565,0.04788208,0.00226974,0.45947266,0.01009369,0.00923920,0.01206970,0.01441956,0.00654221
Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-137.jpg,16,16,0.00217438,0.00711060,0.00388527,0.00327492,0.00267220,0.03378296,0.00238609,0.00780487,0.00247002,0.00247383,0.00299072,0.00757980,0.00632095,0.00466919,0.00403214,0.00327682,0.87109375,0.00453568,0.00375175,0.00306702,0.00785828,0.00444031,0.00827026
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-160.jpg,14,14,0.00753403,0.00397873,0.01132202,0.00312042,0.00634003,0.02032471,0.01200104,0.01692200,0.00613785,0.00670242,0.08453369,0.00949097,0.14770508,0.00554657,0.56054688,0.01144409,0.00371170,0.00797272,0.02743530,0.00758362,0.00882721,0.00756073,0.02314758
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-43.jpg,1,16,0.00711441,0.12298584,0.00848389,0.00424576,0.00288582,0.10455322,0.00380516,0.00506973,0.00411987,0.00385284,0.18347168,0.01985168,0.00463867,0.00608826,0.00915527,0.00748062,0.45776367,0.00811005,0.00682449,0.00820923,0.00520706,0.00800323,0.00806427
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-8.jpg,14,14,0.01579285,0.00257111,0.01870728,0.08862305,0.00691605,0.11346436,0.00748062,0.00611496,0.00677872,0.00930023,0.02528381,0.00645065,0.01611328,0.00646210,0.58544922,0.00778580,0.00765991,0.01251984,0.00682831,0.00605392,0.00824738,0.03033447,0.00530624
Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-132.jpg,16,1,0.00363922,0.46533203,0.00821686,0.00580215,0.00479889,0.02656555,0.00540161,0.00814056,0.00443649,0.00773239,0.01300049,0.00309944,0.00667953,0.01074219,0.00250053,0.00455093,0.37695312,0.00745010,0.01062012,0.00817871,0.00581360,0.00529099,0.00502396
Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-41.jpg,14,17,0.00961304,0.01283264,0.01102448,0.00397873,0.00820160,0.01882935,0.00479889,0.01051331,0.02125549,0.00611877,0.00553131,0.00827789,0.01698303,0.01026917,0.00667191,0.01419067,0.00619888,0.75000000,0.04827881,0.00544739,0.00397873,0.01039886,0.00638580
Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-29.jpg,18,18,0.00217628,0.00719833,0.00842285,0.00475693,0.00443268,0.07904053,0.00939178,0.00380135,0.00444794,0.00511932,0.01081848,0.00750732,0.00354385,0.00976562,0.01068878,0.00405121,0.00625992,0.01372528,0.77490234,0.00493622,0.00741577,0.01329803,0.00423050
Acne and Rosacea Photos/acne-pustular-13.jpg,0,0,0.87304688,0.00599289,0.00691986,0.00550079,0.00574493,0.00582504,0.00692749,0.00683594,0.00519180,0.00637054,0.00381470,0.00519562,0.00657654,0.00840759,0.00598526,0.00478363,0.00533676,0.00513458,0.00603867,0.00752640,0.00360298,0.00494766,0.00419998
Seborrheic Keratoses and other Benign Tumors/hydrocystoma-8.jpg,16,16,0.02000427,0.01667786,0.00110340,0.00664520,0.00997925,0.00303650,0.00374603,0.00869751,0.00130272,0.00397491,0.00159550,0.07476807,0.00664139,0.00340271,0.00265884,0.00307465,0.80224609,0.01418304,0.00328636,0.00214767,0.00342941,0.00283432,0.00438690
